campaignDisplayName,campaignDescription,campaignID,campaignStartDate,campaignEndDate,duration,daysLeft,campaignType,campaignStatus,userEmail,resourceID,resourceName,resourceType,assignmentType,entitlementBundleName,entitlementValueName,decision,decidedDate,reviewerType,reviewerGroupName,reviewerEmail,remediationStatus,currentReviewerLevel,level1ReviewerEmail,level1ReviewerDecision,level2ReviewerEmail,level2ReviewerDecision
SOX Resource Review - 204,SOX Resource Review audit.,FeLLlaJ9VMpfMnBL,01/12/2023 2:36 pm,01/25/2023 3:04 pm,13,-973.871910,RESOURCE,CANCELLED,alex.smith648@mailinator.com,hzQYkWXNFmwv9HPjflMz,HRPro,Application,GROUP,Default Bundle,,APPROVED,01/18/2023 11:49 am,USER,,alex.smith@example.com,SUCCESS,,alex.smith@example.com,APPROVED,,
Quarterly Access Review - 532,,WLgWueKTwYM8QTJG,01/15/2025 9:58 pm,02/07/2025 10:06 pm,23,-229.578981,RESOURCE,CANCELLED,jordan.garcia433@example.com,tEue38WZ3JEMAco6tBLc,HRPro,Database,USER,,ROLE_USER,APPROVED,01/31/2025 7:48 pm,USER,,jordan.garcia@mailinator.com,PENDING,2,jordan.garcia@testmail.com,APPROVED,,
Customer Portal Access - 694,,Ngbm2hS6hlRg1Gf8,04/21/2024 2:54 am,05/18/2024 3:44 am,27,-495.343877,RESOURCE,COMPLETED,kiran.smith107@example.com,iVpt17tLHWQKA3iXDm6b,My Super Secure App,Database,GROUP,,,UNREVIEWED,,USER,,kiran.smith@testmail.com,FAILED,2,kiran.smith@mailinator.com,REVOKED,,
Quarterly Access Review - 468,Quarterly Access Review audit.,dHPNGdoxyIiXSQgk,02/11/2025 7:19 am,02/19/2025 7:58 am,8,-218.167824,RESOURCE,ACTIVE,sai.smith619@testmail.com,nmt53PL8eTnSWA3u1Np0,Data Lake Portal,Database,GROUP,Default Bundle,,REVOKED,02/19/2025 7:50 am,GROUP,AccessReviewers,,PENDING,2,sai.smith@mailinator.com,REVOKED,,
Customer Portal Access - 3,,6D5Q0lEL8avD9bjI,06/12/2024 12:17 pm,07/04/2024 1:03 pm,22,-447.955787,RESOURCE,CANCELLED,neha.garcia817@testmail.com,qFxBwd2DRVoxlvunFTyy,HRPro,Server,USER,Default Bundle,,APPROVED,06/29/2024 2:11 am,GROUP,SecurityOps,,PENDING,,,,,
Customer Portal Access - 711,,TJpiXiioZMjAVnjH,07/13/2025 1:12 pm,07/25/2025 2:06 pm,12,-61.912118,RESOURCE,COMPLETED,alex.smith169@mailinator.com,LE3yu3083rUlIT60AL9I,HRPro,Application,USER,Default Bundle,ROLE_USER,REVOKED,07/20/2025 11:33 am,GROUP,AccessReviewers,,SUCCESS,,alex.smith@mailinator.com,APPROVED,,
Quarterly Access Review - 298,,j6z2dzKxdJ7qs9MT,10/13/2023 4:52 pm,11/06/2023 4:56 pm,24,-688.794236,RESOURCE,CANCELLED,jordan.garcia557@example.com,Rr9xvlxjvvOqzShHwAlV,My Super Secure App,Application,USER,,,REVOKED,10/24/2023 8:31 am,USER,,jordan.garcia@testmail.com,PENDING,2,,,,
Quarterly Access Review - 156,,pwindN6M0IUNNNj0,01/21/2025 3:15 am,02/14/2025 3:28 am,24,-223.355278,RESOURCE,CANCELLED,kiran.martinez233@mailinator.com,f11SgDpSmZQj3p4jw0Sq,Data Lake Portal,API,USER,,,REVOKED,02/05/2025 5:56 pm,GROUP,SecurityOps,,PENDING,,kiran.martinez@testmail.com,APPROVED,kiran.martinez@testmail.com,REVOKED
Quarterly Access Review - 878,,2bIaU5vqHvzKmCiE,05/24/2023 8:42 am,06/09/2023 9:33 am,16,-839.101562,RESOURCE,IN_PROGRESS,kiran.patel581@mailinator.com,5xvE0VrFAkqFrcEtT22h,Finance360,API,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,,kiran.patel@testmail.com,APPROVED,,
Quarterly Access Review - 780,,lZwXBhvvD5bYcihp,04/18/2024 5:08 am,05/05/2024 5:58 am,17,-508.251134,RESOURCE,DRAFT,taylor.johnson470@testmail.com,TbReGrP9t3bZVGPRhFyn,HRPro,Database,USER,,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,FAILED,,taylor.johnson@example.com,REVOKED,taylor.johnson@example.com,APPROVED
Quarterly Access Review - 403,,UNBuVGjqXWzJW1lo,11/22/2023 6:34 am,12/18/2023 6:39 am,26,-647.222280,RESOURCE,CANCELLED,alex.smith691@testmail.com,pSALxpEWFh5lFBJkDl0v,Data Lake Portal,Database,USER,,,REVOKED,11/25/2023 1:02 pm,GROUP,AccessReviewers,,SUCCESS,,,,alex.smith@testmail.com,APPROVED
PCI Resource Review - 547,,ElQvi2dK9BHFKsHs,04/14/2023 3:48 am,04/29/2023 4:21 am,15,-880.318623,RESOURCE,IN_PROGRESS,jordan.patel768@example.com,C2gybQHbmLuKk8VpTVTB,HRPro,Application,USER,,ROLE_USER,APPROVED,04/20/2023 5:11 pm,USER,,jordan.patel@mailinator.com,PENDING,2,,,,
PCI Resource Review - 50,,JZm0aASWhNBW6OIg,03/18/2024 4:45 am,04/01/2024 5:12 am,14,-542.282708,RESOURCE,COMPLETED,kiran.brown455@example.com,OA6UskTsO3puSAUEYdrx,HRPro,Database,GROUP,Default Bundle,,REVOKED,03/27/2024 11:19 am,USER,,kiran.brown@mailinator.com,SUCCESS,,kiran.brown@testmail.com,REVOKED,kiran.brown@example.com,APPROVED
SOX Resource Review - 916,,4NWCBvpFBXGJq5aK,07/01/2025 12:57 pm,07/18/2025 1:02 pm,17,-68.956296,RESOURCE,ACTIVE,kiran.brown495@testmail.com,l6FSzwSZcIhAVqKzbmb6,Data Lake Portal,API,GROUP,Default Bundle,,REVOKED,07/06/2025 7:07 pm,USER,,kiran.brown@testmail.com,SUCCESS,1,,,kiran.brown@example.com,REVOKED
Quarterly Access Review - 853,Quarterly Access Review audit.,8qIbyA8KIYIoYMef,08/10/2024 9:29 pm,09/01/2024 9:39 pm,22,-388.597500,RESOURCE,DRAFT,jordan.brown372@mailinator.com,3dwKBPvLIBBZVyJHQsSA,My Super Secure App,API,GROUP,,ROLE_USER,APPROVED,08/21/2024 1:26 am,GROUP,SecurityOps,,SUCCESS,1,jordan.brown@testmail.com,REVOKED,,
Customer Portal Access - 686,,TADGf9kcrTMCKr01,02/06/2023 10:11 am,03/05/2023 10:21 am,27,-935.068576,RESOURCE,DRAFT,kiran.garcia203@example.com,piKfEIJsCB4zLhVCNwDc,My Super Secure App,Server,USER,,,APPROVED,02/12/2023 6:28 am,GROUP,ComplianceTeam,,FAILED,,kiran.garcia@testmail.com,REVOKED,,
Customer Portal Access - 380,,cahmU1bOr3tzuwsE,12/25/2023 6:19 pm,01/03/2024 7:13 pm,9,-630.699294,RESOURCE,IN_PROGRESS,jordan.garcia652@testmail.com,WIccdgmKEeIXw0I30Qgw,Data Lake Portal,API,GROUP,Default Bundle,,APPROVED,12/29/2023 9:59 am,GROUP,ComplianceTeam,,SUCCESS,2,,,jordan.garcia@testmail.com,REVOKED
PCI Resource Review - 27,,JDJGnVQ50OapNYao,06/17/2023 6:19 am,07/13/2023 6:59 am,26,-805.208750,RESOURCE,ACTIVE,alex.patel877@mailinator.com,sr0LJvjvREFlDfjbD126,HRPro,Server,GROUP,,,REVOKED,07/10/2023 3:21 am,USER,,alex.patel@testmail.com,SUCCESS,1,alex.patel@mailinator.com,REVOKED,,
Quarterly Access Review - 99,,6bOMivjLYEIifmFk,07/18/2024 7:01 pm,08/08/2024 7:58 pm,21,-412.667431,RESOURCE,IN_PROGRESS,taylor.martinez106@mailinator.com,JZhPJL8cFJPSkaJmlJ8d,Data Lake Portal,Database,USER,Default Bundle,,UNREVIEWED,,GROUP,AccessReviewers,,PENDING,,taylor.martinez@example.com,REVOKED,,
Customer Portal Access - 490,Customer Portal Access audit.,cI5EzhslcXTCImi7,06/12/2023 12:49 pm,06/20/2023 1:42 pm,8,-827.928843,RESOURCE,DRAFT,jordan.johnson625@example.com,SqJDO5psuBrNhjWhRucX,HRPro,Database,USER,,,UNREVIEWED,,USER,,jordan.johnson@example.com,PENDING,,jordan.johnson@mailinator.com,REVOKED,jordan.johnson@example.com,APPROVED
SOX Resource Review - 614,,giay7XgzeGrxS8Tw,08/07/2024 7:51 am,08/24/2024 8:40 am,17,-397.138576,RESOURCE,ACTIVE,jordan.smith304@mailinator.com,ZicHLDSFvJYCiRljmgk3,My Super Secure App,Database,USER,,,APPROVED,08/12/2024 11:04 am,USER,,jordan.smith@mailinator.com,PENDING,2,jordan.smith@mailinator.com,REVOKED,,
Quarterly Access Review - 28,,m5GdhdYrE0g2RPr7,12/18/2023 9:25 pm,01/11/2024 10:23 pm,24,-622.567211,RESOURCE,ACTIVE,sai.patel454@example.com,ZpTvf2BB6UHvR16bbNwO,Finance360,Server,USER,Default Bundle,,REVOKED,12/20/2023 9:00 am,GROUP,AccessReviewers,,SUCCESS,1,sai.patel@testmail.com,APPROVED,,
Quarterly Access Review - 89,Quarterly Access Review audit.,SkX0vTSpsdAICztK,03/28/2023 4:47 am,04/12/2023 5:22 am,15,-897.275995,RESOURCE,COMPLETED,taylor.martinez18@example.com,voy5W9s2D0vXaKYBGNp4,My Super Secure App,Database,USER,,,APPROVED,03/28/2023 5:59 am,GROUP,AccessReviewers,,SUCCESS,2,,,,
SOX Resource Review - 92,,n7aSjRbyNJunhW6k,11/22/2024 12:24 pm,12/02/2024 1:15 pm,10,-296.947419,RESOURCE,COMPLETED,sai.johnson537@example.com,y3AOBADnDZhAvlibi5Yo,HRPro,Server,GROUP,,,REVOKED,11/29/2024 9:47 am,USER,,sai.johnson@testmail.com,PENDING,1,sai.johnson@mailinator.com,APPROVED,,
Customer Portal Access - 81,,EbL6CGJnSuAWPrDN,08/05/2025 6:23 am,08/30/2025 6:56 am,25,-26.210880,RESOURCE,DRAFT,kiran.garcia820@testmail.com,hZuBCBTqKohiUqpitcqe,Data Lake Portal,Server,GROUP,,,APPROVED,08/27/2025 3:55 pm,GROUP,ComplianceTeam,,PENDING,2,kiran.garcia@mailinator.com,REVOKED,,
SOX Resource Review - 216,,6WeoLJV1U2eofS6x,07/24/2024 11:29 am,08/16/2024 11:56 am,23,-405.002535,RESOURCE,DRAFT,sai.garcia482@testmail.com,jgPAt4qH8tcFaXOv5JyP,Data Lake Portal,API,GROUP,,,APPROVED,08/08/2024 10:06 am,GROUP,SecurityOps,,PENDING,1,sai.garcia@example.com,REVOKED,sai.garcia@mailinator.com,APPROVED
Quarterly Access Review - 332,Quarterly Access Review audit.,vQl8VGLbYJMArBAT,12/19/2024 10:32 pm,01/18/2025 10:57 pm,30,-249.543102,RESOURCE,ACTIVE,jordan.johnson802@mailinator.com,m6HPNDewbUYbNP2IGesi,My Super Secure App,API,USER,,ROLE_USER,REVOKED,01/08/2025 2:42 pm,GROUP,SecurityOps,,SUCCESS,2,,,,
PCI Resource Review - 1,,vALGpsouFcZvOTXM,02/23/2023 8:05 am,03/04/2023 8:27 am,9,-936.147662,RESOURCE,DRAFT,neha.johnson500@mailinator.com,JFHFZ9FTEUTiKwAG2ltl,HRPro,Application,GROUP,,,REVOKED,03/03/2023 3:59 pm,USER,,neha.johnson@testmail.com,PENDING,2,neha.johnson@testmail.com,REVOKED,neha.johnson@example.com,REVOKED
Customer Portal Access - 893,,leWDBEVb6rRqQReg,06/11/2025 1:50 am,07/05/2025 2:28 am,24,-82.396921,RESOURCE,COMPLETED,alex.martinez611@testmail.com,dLmXJ582o06GUJ3KJIvL,HRPro,Server,GROUP,,,APPROVED,06/24/2025 9:19 am,USER,,alex.martinez@mailinator.com,FAILED,,alex.martinez@mailinator.com,APPROVED,,
Customer Portal Access - 962,Customer Portal Access audit.,lABpBfk3kpcj73kI,11/23/2023 1:02 am,12/08/2023 1:31 am,15,-657.436701,RESOURCE,CANCELLED,alex.patel545@mailinator.com,Ct69sXpiLu0Fu8dXHcTW,My Super Secure App,Application,USER,Default Bundle,,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,,,,alex.patel@testmail.com,APPROVED
Quarterly Access Review - 611,,VXcOEp62P91bMFAq,04/25/2023 1:19 am,05/04/2023 2:17 am,9,-875.404549,RESOURCE,DRAFT,jordan.johnson866@example.com,XtZKQjj9MVZNatosx28j,My Super Secure App,Database,USER,,,APPROVED,05/03/2023 2:57 am,GROUP,AccessReviewers,,PENDING,2,,,,
Customer Portal Access - 334,,fN6l7IwIrm8diPuB,08/16/2023 10:06 am,09/10/2023 10:49 am,25,-746.048750,RESOURCE,DRAFT,jordan.martinez116@example.com,MEO79kfj8T7dkXeaCrNv,HRPro,API,GROUP,,ROLE_USER,APPROVED,08/19/2023 9:39 am,USER,,jordan.martinez@mailinator.com,SUCCESS,,jordan.martinez@testmail.com,APPROVED,,
Quarterly Access Review - 806,,oGIJjv3Vr2ygwdFp,02/14/2023 8:33 am,02/24/2023 9:10 am,10,-944.117708,RESOURCE,IN_PROGRESS,taylor.johnson523@testmail.com,znaZyEYhmk9ngZpsRqED,HRPro,Application,USER,,,REVOKED,02/24/2023 6:07 am,USER,,taylor.johnson@example.com,FAILED,,taylor.johnson@mailinator.com,REVOKED,taylor.johnson@testmail.com,APPROVED
SOX Resource Review - 213,,sbuQidrA9hdQhFSJ,09/19/2023 9:51 pm,10/19/2023 10:16 pm,30,-706.572025,RESOURCE,CANCELLED,kiran.brown83@testmail.com,fh2eKes7y8pxAnYYUjU7,My Super Secure App,Server,USER,,,REVOKED,10/17/2023 12:50 pm,GROUP,AccessReviewers,,PENDING,,,,,
PCI Resource Review - 970,PCI Resource Review audit.,J5xeLSJXXSSWuxul,01/11/2024 4:45 am,02/05/2024 5:41 am,25,-598.262986,RESOURCE,ACTIVE,jordan.garcia363@testmail.com,idwXSXnJ6gzKs2aT3NQi,Finance360,Database,USER,,,REVOKED,01/22/2024 10:12 am,USER,,jordan.garcia@testmail.com,FAILED,1,,,jordan.garcia@example.com,APPROVED
Quarterly Access Review - 966,,aoTfB63ITLBWB2Ai,12/18/2023 3:19 pm,01/02/2024 3:34 pm,15,-631.851065,RESOURCE,IN_PROGRESS,jordan.patel287@example.com,I0mFO0245Se6jyuBNjmu,Data Lake Portal,Application,GROUP,Default Bundle,,REVOKED,12/22/2023 6:39 am,USER,,jordan.patel@testmail.com,PENDING,2,jordan.patel@example.com,APPROVED,,
Quarterly Access Review - 409,Quarterly Access Review audit.,yg2ZiSMrKN4eoPxG,09/18/2024 2:04 am,10/06/2024 2:38 am,18,-354.389780,RESOURCE,ACTIVE,kiran.smith105@mailinator.com,89LK0C4JRRR4iEiNraB9,Data Lake Portal,Server,GROUP,Default Bundle,,APPROVED,09/27/2024 6:29 pm,GROUP,SecurityOps,,PENDING,,kiran.smith@testmail.com,REVOKED,kiran.smith@testmail.com,REVOKED
Quarterly Access Review - 60,,AmTmU4F32KjDFHyh,11/24/2023 12:26 am,12/06/2023 1:05 am,12,-659.454676,RESOURCE,ACTIVE,taylor.martinez14@testmail.com,exmcE92WAMIcwztN305U,My Super Secure App,Database,USER,,,REVOKED,11/30/2023 5:48 am,GROUP,SecurityOps,,PENDING,,taylor.martinez@example.com,APPROVED,taylor.martinez@testmail.com,REVOKED
PCI Resource Review - 241,PCI Resource Review audit.,0H5ikyMcDfFcNoXm,05/24/2024 9:37 am,06/14/2024 10:31 am,21,-468.061319,RESOURCE,CANCELLED,sai.brown122@mailinator.com,tq1v2xvAqUMi2hQrCKzd,Finance360,API,GROUP,,,APPROVED,06/09/2024 10:08 am,USER,,sai.brown@example.com,PENDING,,,,,
Quarterly Access Review - 266,,buoMhRDitaMlRlYB,02/17/2024 5:24 pm,02/25/2024 5:31 pm,8,-577.769931,RESOURCE,COMPLETED,neha.martinez199@example.com,PbzKD12koiZJw2XqXN2o,Data Lake Portal,Server,GROUP,,,APPROVED,02/25/2024 10:08 am,USER,,neha.martinez@mailinator.com,FAILED,1,neha.martinez@mailinator.com,APPROVED,neha.martinez@testmail.com,REVOKED
PCI Resource Review - 239,,z767IJbPcoIKd6gg,05/21/2025 8:54 pm,06/19/2025 9:47 pm,29,-97.592060,RESOURCE,DRAFT,sai.martinez646@mailinator.com,a9TQP1lFsQJPCRR5tW5J,Data Lake Portal,Server,USER,Default Bundle,,UNREVIEWED,,USER,,sai.martinez@example.com,FAILED,,,,sai.martinez@testmail.com,REVOKED
Customer Portal Access - 545,,KU461BX7N1KpBRP7,07/25/2023 2:43 pm,08/14/2023 3:36 pm,20,-772.849757,RESOURCE,CANCELLED,neha.garcia787@example.com,Ed7BF6tyNE5PSpLOMvds,Finance360,Server,USER,Default Bundle,ROLE_USER,REVOKED,08/09/2023 6:58 pm,USER,,neha.garcia@testmail.com,SUCCESS,,,,,
Quarterly Access Review - 131,,LlnNgXaOK7Hx0sjF,05/20/2023 4:56 pm,05/27/2023 5:00 pm,7,-851.791169,RESOURCE,IN_PROGRESS,neha.garcia886@mailinator.com,R95MKte2BbaTUyLYFBeF,My Super Secure App,Server,USER,Default Bundle,,APPROVED,05/22/2023 5:14 pm,USER,,neha.garcia@example.com,FAILED,1,neha.garcia@example.com,APPROVED,,
SOX Resource Review - 21,,F1x9evKKRgmz082g,07/09/2024 10:13 am,07/24/2024 10:19 am,15,-428.069954,RESOURCE,COMPLETED,kiran.smith29@example.com,t3C00MCdt7srycgfaK72,Finance360,Application,USER,Default Bundle,,REVOKED,07/17/2024 5:58 pm,GROUP,SecurityOps,,SUCCESS,1,,,kiran.smith@testmail.com,REVOKED
Customer Portal Access - 607,,i3vAmhcyoWVsogEH,03/05/2025 11:34 am,03/14/2025 12:22 pm,9,-194.984329,RESOURCE,IN_PROGRESS,sai.brown445@testmail.com,FS7K1kSfHMk2ztMLXg9y,HRPro,API,USER,,,APPROVED,03/14/2025 6:58 am,GROUP,SecurityOps,,SUCCESS,2,,,,
Customer Portal Access - 749,,zvfFQIkzt2QwcYyJ,04/12/2025 5:52 am,05/01/2025 6:06 am,19,-147.245440,RESOURCE,DRAFT,kiran.martinez870@mailinator.com,bHME7io395mfWoChIIvN,Finance360,API,USER,,,UNREVIEWED,,USER,,kiran.martinez@mailinator.com,FAILED,2,kiran.martinez@testmail.com,APPROVED,,
SOX Resource Review - 803,SOX Resource Review audit.,zoY965J5epP8Y8m4,01/05/2025 4:01 am,01/14/2025 4:16 am,9,-254.322176,RESOURCE,COMPLETED,alex.patel560@example.com,Q0MICff08QWph4DW9oDC,My Super Secure App,Database,USER,,,REVOKED,01/12/2025 6:00 am,GROUP,SecurityOps,,PENDING,1,alex.patel@example.com,REVOKED,,
Customer Portal Access - 334,,Ov3oCbr66k9ttPso,08/08/2023 3:51 pm,08/15/2023 4:05 pm,7,-771.829664,RESOURCE,IN_PROGRESS,sai.patel679@example.com,O0BroAcgjWu5JLNyKP28,Data Lake Portal,API,USER,,,APPROVED,08/13/2023 1:23 am,GROUP,ComplianceTeam,,SUCCESS,,sai.patel@testmail.com,APPROVED,,
Customer Portal Access - 753,Customer Portal Access audit.,yDWnQEMhu725nSNE,06/11/2023 1:00 pm,06/29/2023 1:07 pm,18,-818.953461,RESOURCE,IN_PROGRESS,alex.patel332@testmail.com,Im3PGFjr8S2hAtd0jLh0,My Super Secure App,API,USER,,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,PENDING,2,,,,
Quarterly Access Review - 203,,WDGBXO4CeyB7gR5e,05/19/2025 12:08 pm,06/03/2025 12:12 pm,15,-113.991076,RESOURCE,COMPLETED,neha.martinez129@testmail.com,AeTt9QYaBk01ichDxA9y,My Super Secure App,Server,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,PENDING,2,,,neha.martinez@example.com,REVOKED
PCI Resource Review - 917,,0eacfRtDY52VsquS,12/07/2024 6:06 am,12/19/2024 6:17 am,12,-280.237766,RESOURCE,COMPLETED,kiran.patel433@mailinator.com,ghcjSSA8D2ESs7rpUMqE,Finance360,Application,USER,,,UNREVIEWED,,USER,,kiran.patel@mailinator.com,PENDING,2,,,,
PCI Resource Review - 894,,yb9IBQLQtcSMNHQs,11/02/2024 10:34 pm,11/28/2024 10:43 pm,26,-300.553252,RESOURCE,DRAFT,neha.brown957@mailinator.com,Se6tv2hUro2HgY3ZabrP,Finance360,Application,GROUP,,,APPROVED,11/04/2024 12:01 pm,USER,,neha.brown@example.com,PENDING,,,,neha.brown@mailinator.com,APPROVED
PCI Resource Review - 80,,uL3OULczCSCpdSiP,05/20/2024 4:57 pm,06/09/2024 5:10 pm,20,-472.784294,RESOURCE,IN_PROGRESS,sai.johnson475@example.com,GyyJtMJIhjmNzWKBHRfu,Finance360,Server,USER,,,REVOKED,06/05/2024 6:42 am,USER,,sai.johnson@example.com,FAILED,,sai.johnson@mailinator.com,REVOKED,,
PCI Resource Review - 820,,uhJBu4vlwWydhCGB,08/28/2024 4:17 am,09/26/2024 4:44 am,29,-364.302674,RESOURCE,IN_PROGRESS,sai.martinez428@example.com,8TNRxsncfLH46diiFB9y,Finance360,API,GROUP,,ROLE_USER,REVOKED,09/23/2024 6:01 am,USER,,sai.martinez@example.com,PENDING,1,sai.martinez@testmail.com,REVOKED,sai.martinez@testmail.com,APPROVED
SOX Resource Review - 917,,5oP4tmIGPdGcUqF3,07/03/2025 5:50 am,07/31/2025 6:46 am,28,-56.217569,RESOURCE,IN_PROGRESS,sai.garcia314@testmail.com,kUOlLKelIhDn3XZqMB6d,My Super Secure App,Server,USER,,ROLE_USER,REVOKED,07/13/2025 2:21 am,GROUP,AccessReviewers,,SUCCESS,1,,,,
Customer Portal Access - 200,,HYidRTApVYs3LshP,02/07/2025 4:54 pm,02/24/2025 5:42 pm,17,-212.762500,RESOURCE,CANCELLED,alex.smith270@example.com,rbGkkccTEEPjeZT75kNa,HRPro,Database,GROUP,Default Bundle,ROLE_USER,REVOKED,02/13/2025 6:58 pm,GROUP,AccessReviewers,,PENDING,1,alex.smith@testmail.com,APPROVED,alex.smith@testmail.com,REVOKED
PCI Resource Review - 134,,QziLiKewMGvvELQA,04/15/2024 3:07 pm,04/30/2024 3:22 pm,15,-512.859213,RESOURCE,ACTIVE,kiran.johnson356@example.com,VspcgplDQovTZ9oIdivi,Finance360,Application,GROUP,,,UNREVIEWED,,USER,,kiran.johnson@example.com,SUCCESS,,kiran.johnson@mailinator.com,APPROVED,,
Quarterly Access Review - 54,Quarterly Access Review audit.,pCcxbZxAJLEzAmuq,12/26/2023 4:04 pm,01/15/2024 4:55 pm,20,-618.795000,RESOURCE,COMPLETED,sai.brown681@example.com,1GD9dvJQJaelr868SBbd,HRPro,Database,GROUP,,,APPROVED,12/26/2023 10:34 pm,USER,,sai.brown@example.com,PENDING,2,sai.brown@example.com,REVOKED,sai.brown@testmail.com,REVOKED
PCI Resource Review - 195,,MdzOE5NFO7XLLHR8,10/15/2023 2:44 am,11/12/2023 3:24 am,28,-683.357894,RESOURCE,DRAFT,jordan.smith67@testmail.com,Rru1Immmx1Ka2XLxD7II,Finance360,Application,USER,,ROLE_USER,APPROVED,10/19/2023 10:56 pm,GROUP,SecurityOps,,SUCCESS,2,jordan.smith@mailinator.com,REVOKED,,
Customer Portal Access - 900,Customer Portal Access audit.,OoLRj7vLhNHLguY5,06/22/2024 8:05 am,07/09/2024 8:49 am,17,-443.132512,RESOURCE,ACTIVE,neha.johnson607@testmail.com,138eLL7MwLc6yiXA09a6,Data Lake Portal,API,USER,,ROLE_USER,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,1,neha.johnson@testmail.com,REVOKED,neha.johnson@example.com,APPROVED
Quarterly Access Review - 599,,NGUFxmyni51gEpCd,05/07/2025 9:15 am,06/03/2025 10:08 am,27,-114.077176,RESOURCE,CANCELLED,jordan.smith380@testmail.com,2Snw70qB7phONwwDcH1Q,HRPro,Server,USER,,,REVOKED,05/24/2025 8:04 pm,USER,,jordan.smith@example.com,FAILED,,,,,
Customer Portal Access - 381,Customer Portal Access audit.,2Z0UrNwPu8h3kEVz,12/07/2024 10:12 pm,12/27/2024 10:26 pm,20,-271.565185,RESOURCE,ACTIVE,jordan.smith719@example.com,uHvwL6BVfgPivnOeia1w,Data Lake Portal,Application,USER,Default Bundle,,REVOKED,12/15/2024 4:48 pm,GROUP,SecurityOps,,FAILED,,jordan.smith@mailinator.com,APPROVED,,
PCI Resource Review - 781,,2ZmO4yeErAgjVLtp,01/24/2024 10:54 pm,02/06/2024 11:11 pm,13,-596.533484,RESOURCE,DRAFT,alex.johnson663@example.com,7bu9eaCQliZU5JQudX58,Data Lake Portal,Application,GROUP,,,REVOKED,01/30/2024 12:40 am,USER,,alex.johnson@example.com,PENDING,1,,,alex.johnson@example.com,APPROVED
PCI Resource Review - 563,,D4rs8J7zoy8fP5sX,04/19/2024 9:20 am,05/12/2024 10:17 am,23,-501.071030,RESOURCE,IN_PROGRESS,kiran.johnson306@example.com,AkpW1cgynsDP2czdsNtK,Data Lake Portal,Server,GROUP,,,APPROVED,04/23/2024 6:26 am,USER,,kiran.johnson@example.com,SUCCESS,1,kiran.johnson@mailinator.com,REVOKED,,
Quarterly Access Review - 664,,EljDDl0U4f4Jo3r6,04/17/2023 11:12 am,04/25/2023 11:38 am,8,-884.015081,RESOURCE,COMPLETED,taylor.brown130@mailinator.com,KOYzwQyiB8XyaZXL1qGW,My Super Secure App,API,GROUP,,,UNREVIEWED,,USER,,taylor.brown@example.com,SUCCESS,2,taylor.brown@testmail.com,REVOKED,,
SOX Resource Review - 452,,bBGWmmef0TGMjKCJ,09/18/2023 5:20 am,10/05/2023 5:45 am,17,-721.260104,RESOURCE,DRAFT,neha.johnson991@mailinator.com,4Fuo8KV41IF7RjAc3jHr,Finance360,API,GROUP,Default Bundle,,UNREVIEWED,,USER,,neha.johnson@testmail.com,SUCCESS,2,neha.johnson@example.com,REVOKED,,
PCI Resource Review - 245,PCI Resource Review audit.,vpfbLySDAesWkx8G,03/15/2023 8:09 pm,04/03/2023 8:31 pm,19,-905.645104,RESOURCE,DRAFT,neha.patel431@example.com,cdksTESUUDmevQUr53dB,HRPro,API,USER,Default Bundle,,APPROVED,03/26/2023 10:03 pm,GROUP,SecurityOps,,SUCCESS,1,neha.patel@testmail.com,REVOKED,neha.patel@testmail.com,REVOKED
Customer Portal Access - 330,Customer Portal Access audit.,ibo4O2U5St79viin,03/14/2023 12:10 am,03/22/2023 12:11 am,8,-918.491956,RESOURCE,CANCELLED,taylor.brown934@example.com,LJo1r3Aix7DTn9IoHVwt,Finance360,Application,GROUP,,,APPROVED,03/16/2023 10:49 am,USER,,taylor.brown@testmail.com,FAILED,2,,,,
PCI Resource Review - 337,,aWV1bKIvaS85duzh,04/15/2025 9:17 am,04/29/2025 9:51 am,14,-149.089375,RESOURCE,IN_PROGRESS,alex.brown224@testmail.com,Vo1LQxLB7Q2rZxRIixwr,Finance360,Server,USER,,,UNREVIEWED,,GROUP,ComplianceTeam,,FAILED,1,alex.brown@example.com,REVOKED,alex.brown@testmail.com,REVOKED
Quarterly Access Review - 156,Quarterly Access Review audit.,CWHWWadCNZsIn228,06/05/2024 11:09 am,06/20/2024 11:22 am,15,-462.026331,RESOURCE,DRAFT,jordan.johnson585@mailinator.com,d800CsEiApo0laM7Qy2v,My Super Secure App,Server,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,1,jordan.johnson@example.com,APPROVED,,
Customer Portal Access - 40,,BIBmUFhS1zHSWNn7,06/11/2023 11:16 pm,07/01/2023 11:23 pm,20,-816.525255,RESOURCE,ACTIVE,neha.martinez300@mailinator.com,rNulxQv83jaS9nyXK0j0,My Super Secure App,API,GROUP,,ROLE_USER,APPROVED,06/17/2023 9:24 pm,USER,,neha.martinez@example.com,PENDING,2,neha.martinez@example.com,REVOKED,,
